Master,Special,CC,Code,Country,Year,Pop,GDPcoL,GDPcoP,GDPcoU,HCEcoL,HCEcoP,HCEcoU,GDPcuL,GDPcuP,GDPcuU,HCEcuL,HCEcuP,HCEcuU,Defl,DiffDefl,XR,RXR,Cont,Reg,TelluReg,EU
1,0,CHN_1997,CHN,China,1997,1261996012,1.37E+13,,2.20E+12,5.71E+12,,9.17E+11,7.97E+12,,9.62E+11,3.66E+12,,4.42E+11,0.580799571,0.816246605,8.289816667,10.15601978,Asia,E Asia,E Asia,0
1,0,COL_1997,COL,Colombia,1997,37723800,4.35E+14,,1.59E+11,3.16E+14,,1.15E+11,1.44E+14,,1.26E+11,1.06E+14,,93186914587,0.331696999,0.466161759,1140.962942,2447.568725,S America,Latam & Carib,Latam & Carib,0
0,0,COM_1997,COM,Comoros,1997,501953,2.79E+11,,629166601.2,2.38E+11,,536663060.5,1.93E+11,,441914506.4,1.77E+11,,403949199.4,0.693133205,0.974118531,437.7470875,449.3776411,Africa,Africa,SSA,0
1,0,COD_1997,COD,"Congo, Dem. Rep.",1997,43827180,1.75E+13,,18853245911,1.17E+13,,12689052303,12371500697,,9419104879,10633150183,,8095602887,0.000708651,0.000995927,1.3134476,1318.819416,Africa,Africa,SSA,0
0,0,COG_1997,COG,"Congo, Rep.",1997,2867280,3.33E+12,,5631173048,1.21E+12,,2046903062,1.41E+12,,2423022486,6.86E+11,,1174985339,0.424476589,0.596552738,583.6693724,978.4036435,Africa,Africa,SSA,0
0,0,COK_1997,COK,Cook Islands,1997,18658,289634072.5,,201979861.9,134045084.7,,93477978.86,162043981,,107142124.4,74995318,,49586276.75,0.559478309,0.786282037,1.512420833,1.923509329,Oceania,Oceania,SE Asia & Pacific,0
0,0,CRI_1997,CRI,Costa Rica,1997,3718949,1.39E+13,,25965210350,9.32E+12,,17432998416,2.92E+12,,12552206400,2.09E+12,,8984301510,0.210344966,0.295615515,232.5975,786.8243989,N America,Latam & Carib,Latam & Carib,0
1,0,CIV_1997,CIV,Cote d'Ivoire,1997,15130663,1.23E+13,,20720034441,6.03E+12,,10186523795,6.84E+12,,11722143261,4.35E+12,,7445300723,0.558099616,0.784344444,583.6693724,744.1493048,Africa,Africa,SSA,0
1,3,HRV_1997,HRV,Croatia,1997,4532401,2.56E+11,,37344202955,1.62E+11,,23661378423,1.47E+11,,23854869152,96360999197,,15641540048,0.573797844,0.806406487,6.160582583,7.639549883,Europe,S Europe,Europe & C Asia,1
9,0,CUB_1997,CUB,Cuba,1997,10989732,40552017954,,40585839487,24298941769,,24319207775,25364500000,,25364500000,15504000000,,15504000000,0.625480587,0.879040604,1,1.137603879,N America,Latam & Carib,Latam & Carib,0
0,1,CUW_1997,CUW,Curacao,1997,139545,5457057690,,3048635581,3219169251,,1798418576,3556630396,,2133128829,2017623812,,1210092430,0.651748726,0.915957433,1.66733033,1.820314209,N America,Latam & Carib,Latam & Carib,0
1,0,CYP_1997,CYP,Cyprus,1997,670400,11826169060,,13116011223,7118541230,,7894937591,8373400000,,9536405414,5234600000,,5961648527,0.708039937,0.995068219,0.878045724,0.882397516,Asia,W Asia,Europe & C Asia,1
1,1,CZE_1997,CZE,Czechia,1997,10338339,2.96E+12,,1.20E+11,2.96E+12,,1.20E+11,1.97E+12,,31779663022,1.01E+12,,31779663022,0.666731163,0.937013515,62.02155129,66.19066884,Europe,E Europe,Europe & C Asia,1
1,0,DNK_1997,DNK,Denmark,1997,5277711,1.62E+12,,2.41E+11,7.82E+11,,1.16E+11,1.15E+12,,1.74E+11,5.72E+11,,86667959564,0.707342295,0.994087764,6.604459167,6.643738517,Europe,N Europe,Europe & C Asia,1
0,0,DJI_1997,DJI,Djibouti,1997,660863,1.35E+11,,758615873.5,79842352513,,449259242.1,87288600000,,491155237.7,51771000000,,291304910.5,0.647439658,0.909901536,177.721,195.318936,Africa,Africa,SSA,0
0,0,DMA_1997,DMA,Dominica,1997,70599,1085119887,,401896254.3,766434464.3,,283864616.4,818070000,,302988888.9,577813613,,214005041.9,0.753898265,1.059516793,2.7,2.548331482,N America,Latam & Carib,Latam & Carib,0
1,0,DOM_1997,DOM,Dominican Republic,1997,8084407,1.30E+12,,28777162526,8.71E+11,,19322901516,2.80E+11,,19653241406,2.09E+11,,14664502935,0.216252579,0.303917981,14.265475,46.93856857,N America,Latam & Carib,Latam & Carib,0
1,0,ECU_1997,ECU,Ecuador,1997,11951452,53676394986,,53676394986,34694873138,,34694873138,28147972000,,28147972000,19807468000,,19807468000,0.524401313,0.736985377,1,1.356879025,S America,Latam & Carib,Latam & Carib,0
1,0,EGY_1997,EGY,Egypt,1997,64892270,1.14E+12,,1.48E+11,8.71E+11,,1.13E+11,2.76E+11,,81571756042,2.10E+11,,62033962273,0.243024826,0.341543277,3.38875,9.921875872,Africa,Africa,MENA,0
1,0,SLV_1997,SLV,El Salvador,1997,5746284,16103270937,,16103270937,13633389833,,13633389833,10221705880,,10221705880,8744363558,,8744363558,0.634759604,0.892081188,1,1.120974204,N America,Latam & Carib,Latam & Carib,0
0,0,GNQ_1997,GNQ,Equatorial Guinea,1997,536460,1.15E+12,,1948809778,8.26E+11,,1396458517,3.82E+11,,653628166.9,1.15E+11,,197610339.3,0.330869306,0.464998532,583.6693724,1255.206915,Africa,Africa,SSA,0
9,1,ERI_1997,ERI,Eritrea,1997,2195179,24143770778,,1570326555,24143770778,,1367358732,5347199080,,782065820.1,5125449123,,749633314.9,0.221473238,0.311255013,6.837275,21.96679479,Africa,Africa,SSA,0
1,3,EST_1997,EST,Estonia,1997,1409673,11008242000,,12208875493,5161530000,,5724481450,4567049000,,5147678706,2645557000,,2981898691,0.414875418,0.583059403,0.887205527,1.521638314,Europe,N Europe,Europe & C Asia,1
0,0,SWZ_1997,SWZ,Eswatini,1997,963426,30368429160,,2380170364,16814721893,,1317878594,8879993783,,1927098015,6796677507,,1474985688,0.292408729,0.41094664,4.607961667,11.21304134,Africa,Africa,SSA,0
1,1,ETH_1997,ETH,Ethiopia,1997,60697443,3.20E+11,,15556069831,3.20E+11,,12331529496,57174077050,,8521562903,44387047513,,6615708324,0.178616022,0.251024155,6.709341667,26.72787272,Africa,Africa,SSA,0
0,0,FJI_1997,FJI,Fiji,1997,792736,5335345602,,2543519503,4177099685,,1991348885,3065638290,,2123496140,1980843318,,1372083965,0.574590386,0.807520314,1.443675,1.787787844,Oceania,Oceania,SE Asia & Pacific,0
1,0,FIN_1997,FIN,Finland,1997,5151746,1.52E+11,,1.68E+11,77041000000,,85443613692,1.11E+11,,1.27E+11,55509000000,,63574238447,0.729953887,1.02586574,0.873136688,0.851121793,Europe,N Europe,Europe & C Asia,1
1,0,FRA_1997,FRA,France,1997,59988873,1.66E+12,,1.84E+12,8.66E+11,,9.60E+11,1.29E+12,,1.45E+12,7.00E+11,,7.87E+11,0.780335381,1.096671101,0.889797909,0.811362594,Europe,W Europe,Europe & C Asia,1
0,0,PYF_1997,PYF,French Polynesia,1997,226866,4.82E+11,,4483630046,2.49E+11,,2315635043,4.32E+11,,4073680199,2.23E+11,,2097176984,0.896112753,1.259382803,106.1215605,84.26473691,Oceania,Oceania,SE Asia & Pacific,0
0,0,GAB_1997,GAB,Gabon,1997,1141338,6.50E+12,,10983497619,1.51E+12,,2545158078,3.47E+12,,5951611064,1.18E+12,,2025244847,0.534550886,0.751249429,583.6693724,776.9315359,Africa,Africa,SSA,0
0,0,GMB_1997,GMB,Gambia,1997,1200526,34249191429,,805745630.3,26127977622,,614686155.1,13623140020,,1335580140,10253611907,,1005239644,0.397765303,0.559013117,10.20016667,18.24673941,Africa,Africa,SSA,0
0,3,GEO_1997,GEO,Georgia,1997,4709607,13416699413,,5912154882,14367084799,,6330948314,4791687554,,3693015456,5364553327,,4134530503,0.357143542,0.501923931,1.2975,2.585053074,Asia,W Asia,Europe & C Asia,0
1,0,DEU_1997,DEU,Germany,1997,81399251,2.39E+12,,2.65E+12,1.37E+12,,1.52E+12,1.96E+12,,2.21E+12,1.10E+12,,1.24E+12,0.820850224,1.153610026,0.886608669,0.768551459,Europe,W Europe,Europe & C Asia,1
1,0,GHA_1997,GHA,Ghana,1997,17908985,64808399122,,17668472576,40781916817,,11118222154,2993751492,,14618192883,2112316664,,10314233665,0.046193881,0.064920156,0.204796278,3.154586969,Africa,Africa,SSA,0
1,0,GRC_1997,GRC,Greece,1997,10906257,1.63E+11,,1.81E+11,1.08E+11,,1.20E+11,1.15E+11,,1.43E+11,76520066253,,95489700287,0.702551988,0.987355541,0.801343663,0.811605982,Europe,S Europe,Europe & C Asia,1
0,0,GRL_1997,GRL,Greenland,1997,55881,10710066791,,1591886906,4806166183,,714362773.3,7737784037,,1171599951,3520212573,,533005426.2,0.722477664,1.015358773,6.604459167,6.504557147,N America,Northern America,Europe & C Asia,0
0,0,GRD_1997,GRD,Grenada,1997,101567,1545989245,,572588609.3,815897437.4,,302184236.1,867317979,,321228881.1,586684179,,217290436.7,0.561011651,0.788436972,2.7,3.424496941,N America,Latam & Carib,Latam & Carib,0
1,0,GTM_1997,GTM,Guatemala,1997,10887634,2.51E+11,,32756380613,2.05E+11,,26806822986,94639760905,,15603554979,79961907426,,13183571121,0.377435744,0.530442273,6.065269167,11.43436238,N America,Latam & Carib,Latam & Carib,0
1,0,GIN_1997,GIN,Guinea,1997,7662075,3.50E+13,,4673542735,3.71E+13,,4956087747,5.89E+12,,5374564715,5.52E+12,,5035772547,0.168274571,0.236490441,1095.3255,4631.584661,Africa,Africa,SSA,0
0,0,GNB_1997,GNB,Guinea-Bissau,1997,1132510,4.40E+11,,742896903.2,4.03E+11,,681117291.8,2.41E+11,,412430332.4,2.10E+11,,359333491.1,0.547667818,0.769683759,583.6693724,758.3236175,Africa,Africa,SSA,0
0,0,GUY_1997,GUY,Guyana,1997,757970,3.60E+11,,1744408530,2.02E+11,,976218891.7,1.70E+11,,1194651695,95203483765,,668559878,0.4722648,0.66371354,142.4008333,214.5516472,S America,Latam & Carib,Latam & Carib,0
1,0,HTI_1997,HTI,Haiti,1997,8030726,3.36E+11,,6635476496,2.61E+11,,5137984289,54005411000,,3242691825,44809458000,,2690531568,0.160510022,0.225578266,16.6545,73.83025089,N America,Latam & Carib,Latam & Carib,0
1,0,HND_1997,HND,Honduras,1997,6045699,2.42E+11,,11025415431,1.73E+11,,7887971678,73155927758,,5625875579,47373166140,,3643116104,0.302353856,0.424923365,13.00347417,30.60192786,N America,Latam & Carib,Latam & Carib,0
1,0,HKG_1997,HKG,Hong Kong,1997,6299921,1.34E+12,,1.73E+11,9.14E+11,,1.18E+11,1.37E+12,,1.77E+11,8.39E+11,,1.08E+11,1.024941193,1.440436271,7.742083333,5.374818372,Asia,E Asia,E Asia,0
1,0,HUN_1997,HUN,Hungary,1997,10308480,2.29E+13,,81837068726,1.19E+13,,42473185183,8.83E+12,,47296961369,4.55E+12,,24358313071,0.386467868,0.543135878,186.7891667,343.908724,Europe,E Europe,Europe & C Asia,1
0,0,ISL_1997,ISL,Iceland,1997,272709,1.32E+12,,9968254712,7.37E+11,,5588101190,5.38E+11,,7580989862,3.07E+11,,4324145371,0.40876426,0.574470877,70.90429083,123.4253879,Europe,N Europe,Europe & C Asia,0
1,0,IND_1997,IND,India,1997,1000900030,4.37E+13,,6.81E+11,2.90E+13,,4.52E+11,1.55E+13,,4.26E+11,9.88E+12,,2.72E+11,0.353866836,0.497318899,36.31328583,73.01810948,Asia,S Asia,S Asia,0
1,0,IDN_1997,IDN,Indonesia,1997,202826444,5.76E+15,,4.30E+11,3.37E+15,,2.51E+11,7.34E+14,,2.52E+11,4.13E+14,,1.42E+11,0.127544675,0.179249285,2909.38,16230.91552,Asia,SE Asia,SE Asia & Pacific,0
1,0,IRN_1997,IRN,Iran,1997,63136312,6.88E+15,,2.37E+11,2.94E+15,,1.01E+11,3.25E+14,,1.17E+11,1.66E+14,,59693894408,0.047262547,0.066422042,2779.5,41846.04881,Asia,S Asia,MENA,0
1,0,IRQ_1997,IRQ,Iraq,1997,21439574,6.84E+13,,58565770889,3.23E+13,,27702707465,1.37E+13,,9323349169,6.49E+12,,4410118926,0.200606902,0.281929792,1471,5217.61105,Asia,W Asia,MENA,0
1,0,IRL_1997,IRL,Ireland,1997,3651096,1.09E+11,,1.21E+11,47775860191,,52986619358,69370900000,,82823607613,34810862000,,41561536249,0.636974553,0.895194043,0.837573996,0.935634014,Europe,N Europe,Europe & C Asia,1
1,0,ISR_1997,ISR,Israel,1997,5566553,6.11E+11,,1.57E+11,3.15E+11,,81047579997,3.96E+11,,1.15E+11,2.11E+11,,61128990911,0.647736966,0.910319369,3.44935,3.789164678,Asia,W Asia,MENA,0
1,0,ITA_1997,ITA,Italy,1997,56903640,1.55E+12,,1.71E+12,9.20E+11,,1.02E+12,1.09E+12,,1.24E+12,6.46E+11,,7.34E+11,0.706507216,0.992914156,0.879576148,0.885853166,Europe,S Europe,Europe & C Asia,1
0,0,JAM_1997,JAM,Jamaica,1997,2583916,1.52E+12,,12978675836,1.11E+12,,9482160201,2.97E+11,,8400041803,2.04E+11,,5765233012,0.196021433,0.275485447,35.40446667,128.5166498,N America,Latam & Carib,Latam & Carib,0
1,0,JPN_1997,JPN,Japan,1997,126892738,4.68E+14,,3.87E+12,2.62E+14,,2.16E+12,5.34E+14,,4.41E+12,2.85E+14,,2.36E+12,1.140898682,1.603401108,120.9908625,75.45888669,Asia,E Asia,E Asia,0
1,0,JOR_1997,JOR,Jordan,1997,4848541,11754325106,,16555387473,9053162187,,12750932658,5297757240,,7472154076,3579534452,,5048708677,0.450707054,0.633416622,0.709,1.119326483,Asia,W Asia,MENA,0
1,3,KAZ_1997,KAZ,Kazakhstan,1997,15406003,1.33E+13,,59824703171,6.59E+12,,29713405243,1.67E+12,,22165932063,1.18E+12,,15630751284,0.126058327,0.177160395,75.4375,425.8146964,Asia,C Asia,Europe & C Asia,0
1,0,KEN_1997,KEN,Kenya,1997,29415659,2.95E+12,,30053226565,2.29E+12,,23295013630,8.79E+11,,14958503707,6.79E+11,,11556830430,0.297751859,0.418455791,58.73184167,140.3537554,Africa,Africa,SSA,0
0,0,KIR_1997,KIR,Kiribati,1997,80187,154802426.8,,116297467.7,120846299.2,,90787456.43,90581307,,67227736.05,70712171,,52481238.4,0.585141389,0.822348527,1.34738,1.638453716,Oceania,Oceania,SE Asia & Pacific,0
9,5,PRK_1997,PRK,"Korea, DPR",1997,22355000,1.43E+12,,13288154976,1.13E+12,,0,22194000000,,10322790698,17543319378,,0,0.015528645,0.021823714,2.15,98.51668649,Asia,E Asia,E Asia,0
1,0,KOR_1997,KOR,"Korea, Rep.",1997,46196054,7.83E+14,,6.93E+11,4.74E+14,,4.19E+11,5.42E+14,,5.70E+11,2.89E+14,,3.04E+11,0.691822103,0.972275929,951.2891667,978.4148086,Asia,E Asia,E Asia,0
0,3,XKX_1997,XKX,Kosovo,1997,2176470,4200338424,,4658455805,2991686413,,3317980013,2794805974,,3152243003,2630635608,,2967076343,0.66537638,0.935109524,0.886608669,0.948133503,Europe,E Europe,Europe & C Asia,0
1,0,KWT_1997,KWT,Kuwait,1997,1710256,17294045894,,57483561542,8527000787,,28342839928,9207000000,,30351196173,4279000000,,14105872535,0.53237976,0.748198162,0.303348835,0.405439161,Asia,W Asia,MENA,0
1,3,KGZ_1997,KGZ,Kyrgyzstan,1997,4705645,2.03E+11,,3152305769,1.40E+11,,2172374723,30685700000,,1767355780,21150900000,,1218194969,0.151009126,0.212225856,17.36249167,81.81138723,Asia,C Asia,Europe & C Asia,0
1,0,LAO_1997,LAO,Laos,1997,5050315,3.39E+13,,4164789882,2.54E+13,,3117515985,2.29E+12,,1819883136,2.13E+12,,1689815473,0.067572155,0.094964846,1259.979167,13267.84824,Asia,SE Asia,SE Asia & Pacific,0
1,3,LVA_1997,LVA,Latvia,1997,2453307,12306684000,,13648934379,7710567000,,8551533704,5390762000,,6521846100,3600285000,,4355693070,0.438035299,0.615607936,0.826569949,1.342688911,Europe,N Europe,Europe & C Asia,1
9,0,LBN_1997,LBN,Lebanon,1997,3658424,3.75E+13,,24851739434,3.29E+13,,21807101842,2.40E+13,,15595116149,2.12E+13,,13750764032,0.640825949,0.900606734,1539.45,1709.347645,Asia,W Asia,MENA,0
0,0,LSO_1997,LSO,Lesotho,1997,1968044,15650086760,,1226598600,15519417738,,1216357223,4488234138,,974017247.2,4847329843,,1051946651,0.286786534,0.403045295,4.607961667,11.43286306,Africa,Africa,SSA,0
0,0,LBR_1997,LBR,Liberia,1997,2326202,574677073.7,,574677073.7,324519964,,324519964,418607741,,418607741,236387661,,236387661,0.728422553,1.023713627,1,0.976835683,Africa,Africa,SSA,0
9,0,LBY_1997,LBY,Libya,1997,5118007,1.26E+11,,91201666201,21288547101,,15412970703,15297980777,,33193980353,9047766096,,19632092262,0.121442771,0.170673765,0.460866115,2.700275085,Africa,Africa,MENA,0
0,0,LIE_1997,LIE,Liechtenstein,1997,31830,4076334900,,4235675383,2254707830,,2342842452,3720356395,,2563442673,2146426805,,1478955638,0.912671919,1.282654795,1.4513125,1.131491112,Europe,W Europe,Europe & C Asia,0
1,3,LTU_1997,LTU,Lithuania,1997,3579910,18389090000,,20394728808,10572867000,,11726015544,11722435000,,10118805892,7185325000,,6202372540,0.637466835,0.895885888,1.158480074,1.293111198,Europe,N Europe,Europe & C Asia,1
1,0,LUX_1997,LUX,Luxembourg,1997,419974,27810464920,,30843662741,10096697757,,11197912056,17498260000,,19731654627,7258100000,,8184489340,0.629196961,0.884263536,0.886811589,1.002881554,Europe,W Europe,Europe & C Asia,1
0,0,MAC_1997,MAC,Macao,1997,401352,1.10E+11,,13783132290,40084670685,,5020021214,57512000000,,7211272315,25844000000,,3240508445,0.522561944,0.734400357,7.975291667,10.85959667,Asia,E Asia,E Asia,0
1,0,MDG_1997,MDG,Madagascar,1997,14347854,1.98E+13,,6765371484,1.45E+13,,4928950221,4.19E+12,,4116180192,3.04E+12,,2984110075,0.211173179,0.296779472,1018.177167,3430.753347,Africa,Africa,SSA,0
1,0,MWI_1997,MWI,Malawi,1997,10264906,1.58E+12,,3162956591,1.72E+12,,3436246286,79133987117,,3140905232,64812742460,,2572481045,0.050077463,0.07037808,25.19464335,357.98992,Africa,Africa,SSA,0
1,0,MYS_1997,MYS,Malaysia,1997,21562793,5.41E+11,,1.39E+11,2.27E+11,,58020915988,2.82E+11,,1.00E+11,1.28E+11,,45422784915,0.520876129,0.732031139,2.813191667,3.842994537,Asia,SE Asia,SE Asia & Pacific,0
0,0,MDV_1997,MDV,Maldives,1997,263842,25289641920,,1645782689,7499907212,,488074030.5,8491067566,,721416105.9,4115752333,,349681591.6,0.335752779,0.471861688,11.77,24.94375002,Asia,S Asia,S Asia,0
1,0,MLI_1997,MLI,Mali,1997,10094368,1.72E+12,,2914754631,1.38E+12,,2331441961,1.68E+12,,2871846026,1.31E+12,,2248607967,0.971973271,1.365995985,583.6693724,427.2848374,Africa,Africa,SSA,0
1,0,MLT_1997,MLT,Malta,1997,383760,5078468858,,5632361096,2853157710,,3164342431,3395100000,,3776280703,2109400000,,2346230307,0.66852827,0.939539142,0.899059224,0.956915135,Europe,S Europe,Europe & C Asia,1
0,0,MHL_1997,MHL,Marshall Islands,1997,50450,138601655,,138601655,127104918.8,,127104918.8,106300684,,106300684,77541202,,77541202,0.766951044,1.077860964,1,0.927763444,Oceania,Oceania,SE Asia & Pacific,0
0,0,MRT_1997,MRT,Mauritania,1997,2433563,1.08E+11,,3330406933,63743015413,,1963306995,35393893507,,2330794638,25271377182,,1664196408,0.327330631,0.460025333,15.18533333,33.0097763,Africa,Africa,SSA,0
0,0,MUS_1997,MUS,Mauritius,1997,1154140,1.96E+11,,5577062899,1.46E+11,,4165971596,93196840548,,4425877247,54610830298,,2593444476,0.476677458,0.669915021,21.05725833,31.43273053,Africa,Africa,SSA,0
1,0,MEX_1997,MEX,Mexico,1997,94611002,1.22E+13,,7.72E+11,7.53E+12,,4.75E+11,3.96E+12,,5.00E+11,2.69E+12,,3.40E+11,0.323707456,0.45493338,7.91846,17.40575729,N America,Latam & Carib,Latam & Carib,0
0,0,FSM_1997,FSM,Micronesia,1997,108480,284497939.2,,284497939.2,224003019.2,,224003019.2,206731873,,206731873,162772932,,162772932,0.726655081,1.02122965,1,0.979211679,Oceania,Oceania,SE Asia & Pacific,0
0,3,MDA_1997,MDA,Moldova,1997,4286472,79801620859,,4240599743,47295655376,,2513256521,10701958834,,2314646036,7070265477,,1529174445,0.134107036,0.188471924,4.623583333,24.53194742,Europe,E Europe,Europe & C Asia,0
0,0,MCO_1997,MCO,Monaco,1997,31280,3197235301,,3545947456,1730794075,,1919566210,2474195695,,2780626557,1339383201,,1505266745,0.773854741,1.087563311,0.889797909,0.818157343,Europe,W Europe,Europe & C Asia,0
0,0,MNG_1997,MNG,Mongolia,1997,2335734,7.06E+12,,3582793179,3.23E+12,,1640163812,1.16E+12,,1468179932,7.53E+11,,953743526.3,0.164303243,0.2309092,789.9925,3421.225752,Asia,E Asia,E Asia,0
0,3,MNE_1997,MNE,Montenegro,1997,618219,3.28E+11,,5899743512,2.16E+11,,3894396545,1.96E+11,,3912995037,1.44E+11,,2885449894,0.597164526,0.839245656,50.00355,59.58154166,Europe,S Europe,Europe & C Asia,0
0,0,MSR_1997,MSR,Montserrat,1997,7930,185488592.7,,68699478.79,80882601.4,,29956519.04,118817470,,44006470.37,51810550,,19189092.59,0.640564836,0.90023977,2.7,2.999200978,N America,Latam & Carib,Latam & Carib,0
1,0,MAR_1997,MAR,Morocco,1997,27754571,4.26E+11,,43645537711,2.55E+11,,26117978604,3.74E+11,,39231483632,2.28E+11,,23897991680,0.877026367,1.232559095,9.527106667,7.729533378,Africa,Africa,MENA,0
1,0,MOZ_1997,MOZ,Mozambique,1997,16397183,1.68E+11,,4200522813,1.32E+11,,3292437438,53664259202,,4648838896,46025794789,,3987132371,0.319530358,0.449062952,11.54358333,25.70593564,Africa,Africa,SSA,0
1,0,MMR_1997,MMR,Myanmar,1997,45027233,1.26E+13,,10852666145,8.39E+12,,7215259471,1.36E+12,,11081531691,1.09E+12,,8894010460,0.107760617,0.15144508,122.6966667,810.1726804,Asia,SE Asia,SE Asia & Pacific,0
0,0,NAM_1997,NAM,Namibia,1997,1698032,65055005754,,5050101347,34884012235,,2707982194,18905005308,,4102682851,11796098438,,2559938492,0.290600317,0.408405126,4.607961667,11.28282034,Africa,Africa,SSA,0
0,0,NRU_1997,NRU,Nauru,1997,10647,75365860.25,,56619646.6,58834253.33,,44200047.88,41667315,,30924694.59,32527531,,24141319.45,0.552867238,0.776990942,1.34738,1.73410001,Oceania,Oceania,SE Asia & Pacific,0
1,0,NPL_1997,NPL,Nepal,1997,22584775,1.02E+12,,9966682937,7.52E+11,,7346829842,3.01E+11,,5191233802,2.48E+11,,4274294704,0.295051417,0.414660633,58.00954917,139.8964469,Asia,S Asia,S Asia,0
1,0,NLD_1997,NLD,Netherlands,1997,15655475,5.07E+11,,5.62E+11,2.53E+11,,2.80E+11,3.69E+11,,4.17E+11,1.84E+11,,2.08E+11,0.727952454,1.023052957,0.885447684,0.865495455,Europe,W Europe,Europe & C Asia,1
0,0,NCL_1997,NCL,New Caledonia,1997,203187,5.75E+11,,5346668819,3.91E+11,,3637704347,3.76E+11,,3543106585,2.56E+11,,2415378224,0.653591551,0.918547312,106.1215605,115.5319483,Oceania,Oceania,SE Asia & Pacific,0
1,0,NZL_1997,NZL,New Zealand,1997,3752362,1.54E+11,,1.07E+11,83239191856,,58047868237,1.05E+11,,69302139781,61675000000,,40778993942,0.68174339,0.958111464,1.512420833,1.578543719,Oceania,Oceania,SE Asia & Pacific,0
1,0,NIC_1997,NIC,Nicaragua,1997,4827661,1.73E+11,,6338545151,1.28E+11,,4686698644,41338565435,,4375338783,33585886613,,3554783063,0.239271091,0.336267837,9.448083333,28.09689865,N America,Latam & Carib,Latam & Carib,0
1,0,NER_1997,NER,Niger,1997,10178201,2.38E+12,,4019050089,1.70E+12,,2875123687,1.37E+12,,2346769859,9.83E+11,,1683559459,0.576026223,0.809538216,583.6693724,720.9905116,Africa,Africa,SSA,0
1,0,NGA_1997,NGA,Nigeria,1997,113457663,3.20E+13,,1.66E+11,2.47E+13,,1.28E+11,4.42E+12,,56092183700,2.42E+12,,30722515685,0.138036631,0.193994515,78.77583749,406.0724983,Africa,Africa,SSA,0
0,3,MKD_1997,MKD,North Macedonia,1997,1999598,2200015322,,2439963906,1762218636,,1954418146,750359745,,846325747.9,663971101,,748888573,0.341070236,0.479334758,0.886608669,1.849664882,Europe,S Europe,Europe & C Asia,0
1,0,NOR_1997,NOR,Norway,1997,4420262,2.26E+12,,2.80E+11,7.66E+11,,94972739485,1.14E+12,,1.61E+11,5.35E+11,,75683820642,0.504915822,0.709600775,7.073400833,9.968141364,Europe,N Europe,Europe & C Asia,0
1,0,OMN_1997,OMN,Oman,1997,2249762,14537652916,,37809240354,3675217151,,9558432123,6022167087,,15662333330,2336865559,,6077673835,0.414246173,0.582175072,0.384499995,0.66045424,Asia,W Asia,MENA,0
1,0,PAK_1997,PAK,Pakistan,1997,131057431,1.35E+13,,1.31E+11,1.16E+13,,1.13E+11,3.18E+12,,77394422577,2.50E+12,,60727731632,0.236039189,0.331725772,41.111525,123.9322611,Asia,S Asia,S Asia,0
0,0,PLW_1997,PLW,Palau,1997,18014,263229399,,263229399,247849173,,247849173,142772230,,142772230,129566629,,129566629,0.542387099,0.762262318,1,1.311884342,Oceania,Oceania,SE Asia & Pacific,0
9,0,PSE_1997,PSE,Palestine,1997,2872006,6287822730,,6287822730,6146008213,,6146008213,3759800000,,3759800000,3702600000,,3702600000,0.597949427,0.840348743,1,1.189982145,Asia,W Asia,MENA,0
1,0,PAN_1997,PAN,Panama,1997,2853913,18395817574,,18395817574,10791474528,,10791474528,10246723070,,10246723070,5790400000,,5790400000,0.557013736,0.782818365,1,1.277435539,N America,Latam & Carib,Latam & Carib,0
1,0,PNG_1997,PNG,Papua New Guinea,1997,5446641,30228429862,,10919051608,11051364500,,3991951281,10700670625,,7441503107,6480986823,,4507033743,0.353993597,0.497497047,1.437971667,2.890412464,Oceania,Oceania,SE Asia & Pacific,0
1,0,PRY_1997,PRY,Paraguay,1997,4998100,9.54E+13,,18325375456,7.36E+13,,14132646018,2.50E+13,,11484007928,1.87E+13,,8567731435,0.262215183,0.368513104,2177.8625,5909.864469,S America,Latam & Carib,Latam & Carib,0
1,0,PER_1997,PER,Peru,1997,25210954,2.68E+11,,84192006581,1.84E+11,,57640496090,1.55E+11,,58143884892,1.09E+11,,40983922427,0.577778808,0.812001272,2.664166667,3.280988293,S America,Latam & Carib,Latam & Carib,0
1,0,PHL_1997,PHL,Philippines,1997,73030884,5.87E+12,,1.29E+11,4.19E+12,,91993097109,2.69E+12,,91233724399,1.88E+12,,63851916097,0.458401613,0.644230435,29.47065833,45.74552322,Asia,SE Asia,SE Asia & Pacific,0
1,0,POL_1997,POL,Poland,1997,38544841,9.27E+11,,2.46E+11,5.88E+11,,1.56E+11,5.23E+11,,1.59E+11,3.25E+11,,98999428230,0.564005375,0.792644305,3.279291667,4.137154141,Europe,E Europe,Europe & C Asia,1
1,0,PRT_1997,PRT,Portugal,1997,10174563,1.54E+11,,1.71E+11,97602597300,,1.08E+11,1.02E+11,,1.17E+11,65362561000,,74746644224,0.663724178,0.932787546,0.874454789,0.937464049,Europe,S Europe,Europe & C Asia,1
1,0,PRI_1997,PRI,Puerto Rico,1997,3621899,91513971830,,91513971830,47480943073,,47480943073,48864286843,,48864286843,30605421257,,30605421257,0.533954388,0.75041112,1,1.332602854,N America,Latam & Carib,Latam & Carib,0
